SMILES,logKow
CC1(C)N=C(N)N=C(N)N1c1ccc(C(F)(F)F)cc1,1.22
CC(Cl)C(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,0.98
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(F)F,0.42
O=C(CF)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,0.15
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Br)(Br)Br,2.17
N#CC(C(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)c1ccccc1,1.47
CCC(CC)C(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,1.71
CC(C)(C)C(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,1.33
O=C(NC(CO)C(O)c1ccc(I)cc1)C(Cl)Cl,2.22
Cc1no[n+]([O-])c1S(=O)(=O)c1ccccc1,2.26
CCN(CC)CC(=O)NCC(=O)Nc1c(C)cccc1C,2.2
CC1(C)N=C(N)N=C(N)N1c1ccc(OCC(=O)N2CCOCC2)cc1,-1.18
CCN(CC)C(=O)NS(=O)(=O)c1ccccc1,0.99
CC(=O)Oc1ccccc1C(=O)OCC(N)=O,0.22
CNC(=O)c1cccc(Oc2ccccc2)c1,2.86
CC(=O)NCCn1c([N+](=O)[O-])cnc1C,-0.47
CC1=NOC(=O)C1=NNc1ccccc1Cl,2.6
CC1(C)CC(OP(=S)(N2CC2)N2CC2)CC(C)(C)N1[O],1.77
CC(C)NNC(=O)COc1ccccc1Cl,1.82
CC(C)NNC(=O)COc1cccc(Cl)c1,1.91
COC1OCC(O)C(NC(=O)N(C)N=O)C1O,-1.08
CCNNC(=O)COc1ccccc1,1
O=C(COc1ccccc1)NNCc1ccccc1,2.16
CC(NNC(=O)COc1ccccc1)c1ccccc1,2.46
CNC(=O)NS(=O)(=O)c1ccccc1,0.44
NC(=S)NNC(=O)c1ccc2c(c1)OCO2,0.21
CCCOc1cccc(NC(=O)OCCN2CCCCC2)c1,4.48
CCCCCOc1cccc(NC(=O)OCCN2CCCCC2)c1,5.5
O=NN(CCCl)C(=O)NC(CCC(=O)O)C(=O)O,0.6
CNc1nc(=O)cc(-c2ccc([N+](=O)[O-])o2)s1,0.86
CC(=O)Nc1nc(=O)cc(-c2ccc([N+](=O)[O-])o2)s1,1.01
[N-]=[N+]=CC(=O)NCC(=O)NCCO,-1.35
CCCCCCCC[n+]1ccc(C)c(C)c1.[I-],-0.41
CNC(=O)N(C)C(=O)Nc1ccccc1F,2.12
O=C(Cc1ccccc1)NCCNCC(O)COc1ccccc1,0.63
Nc1nc(=O)c2ncn([C@H]3C=C[C@@H](CO)O3)c2[nH]1,-1.21
CC(C)C1(C)C(=O)NC(=O)NC1=O,0.54
CCOc1cncc(C(N)=O)n1,0.61
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,3.16
CCC(=O)c1ccc(OC(=O)NC)cc1,1.55
CNC(=O)Oc1cccc(C=O)c1,0.92
Cc1cnc2n(c1=O)CCCC2,0.12
COCc1cc(=O)c(O)co1,-0.62
N#CN=[N+]([O-])c1ccccc1,1.87
Cc1ccc([N+]([O-])=NC#N)cc1,2.39
N#CN=[N+]([O-])c1ccc(Cl)cc1,2.33
Cc1ccc(COC(N)=O)cc1,1.76
Cc1[nH]cnc1CSCCNc1cc[nH]c(=O)n1,-0.4
Cc1[nH]cnc1CSCCNc1cccc(=O)[nH]1,0.79
Cc1[nH]cnc1CSCCNc1nc(=O)cc[nH]1,0.02
Cc1ccc(OCC(=O)NNC(C)C)cc1,1.81
COc1ccc(OCC(=O)NNC(C)C)cc1,1.21
CC(C)NNC(=O)C(C)(C)Oc1ccc(Cl)cc1,2.56
Cc1cccc(OC(C)C(=O)NNC(C)C)c1,1.88
O=C(COc1ccc(Cl)cc1)NNCc1ccccc1,2.92
Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1S(=O)C(C)(C)C2C(=O)O,2
CC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)O,2.88
N#CC(C#N)=NNc1ccccc1[N+](=O)[O-],2.9
CC(=O)c1ccc(NN=C(C#N)C#N)cc1,2.1
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1C(=O)OC(C)C,1.72
CCOC(=O)c1c(OCC)cc(Cc2cnc(N)nc2N)cc1OCC,2.28
CCOc1cc(Cc2cnc(N)nc2N)cc(OCC)c1C(C)=O,2.04
COCc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,1.19
Cc1ccc(-c2noc(C)n2)cc1,2.74
CN(C=O)c1c(N)[nH]c(=O)n(C)c1=O,-2.03
CCCCCCCCOc1cccc(NC(=O)OCCN2CCCCC2)c1,5.82
O=c1[nH]c2ccccc2n1C1CCN(CC(O)C2COc3ccccc3O2)CC1,3.43
CCCN(CCC)c1cc(N)[n+]([O-])c(N)n1,2.16
Nc1cc(N2CCCC2)nc(N)[n+]1[O-],0.84
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,3.82
CCCCCCCCN(C)N=Nc1[nH]cnc1C(N)=O,3.22
CCOc1cc(Cc2cnc(N)nc2N)cc(OCC)c1N,1.69
COc1ccc(Cc2cnc(N)nc2N)cc1Br,1.88
Cc1cc(NC(=O)NC(=N)N)ccc1Cl,2.19
CCS[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,-1.51
Clc1ccc(Cl)c(N=C2NCCN2)c1,2.04
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1I,2.4
O=C(Nc1ccccc1)n1cc(F)c(=O)[nH]c1=O,1.5
O=C1C[N+]([O-])=C(c2ccccc2)c2cc(Cl)ccc2N1CCO,0.82
Nc1nc(N)nc(-c2cc(Cl)ccc2F)n1,1.81
Nc1nc(N)nc(-c2cc(Cl)ccc2Br)n1,1.85
Nc1nc(N)nc(-c2cc(F)ccc2Br)n1,1.45
Nc1nc(N)nc(-c2ccc(Cl)cc2Br)n1,2.09
Nc1nc(N)nc(-c2c(Cl)cccc2Cl)n1,1.38
Nc1nc(N)nc(-c2cc(F)ccc2Cl)n1,1.38
CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,3.79
CCCC(C)C1(CC)C(=O)NC(=O)N(C)C1=O,2.45
COc1ccc(NC(=O)NC(=N)N)cc1,0.56
COc1cc(NC(=O)NC(=N)N)ccc1C#N,1.28
C[N+](C)(C)CC1CSCO1.[I-],-2.7
CC(C)C[C@H](N)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)O)C(C)C,-1.57
O=C(CN1CCCCC1)Nc1cccc(I)c1,3.92
CCOc1cc(C(=O)NN)ccn1,0.48
CC(=O)NCc1cc(C(=O)NN)ccn1,-1.58
NNC(=O)c1ccnc([N+](=O)[O-])c1,-0.76
O=NN(CCCl)C(=O)NC1C(O)CCCC1O,0.16
CC(=O)OCC1OC(NC(=O)N(CCCl)N=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,1.04
CC(=O)NC1=C(Nc2ccccc2)C(=O)c2ccccc2C1=O,1.73
CCCCNC1=CC(=O)c2ccccc2C1=O,3.11
C=CCN1CCCC1CNC(=O)c1cc2nn[nH]c2cc1OC,1.79
CCC(N)C(=O)Nc1c(C)cccc1C,0.84
CC(=O)OC1CCCCC1NC(=O)N(CCCl)N=O,1.98
CC(=NO)c1cccs1,1.81
Clc1cc(Cl)c(N=C2NCCN2)cc1Cl,2.11
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3cc(Cl)ccc3Cl)C2SC1,1.66
Fc1cccc(F)c1N=C1NCCN1,0.93
Fc1cccc(Cl)c1N=C1NCCN1,1.45
CNC(=O)c1ccsc1,0.81
NC(=O)c1csc([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,-1.73
CC(=O)OCC1CCC(NC(=O)N(CCCl)N=O)CC1,2.24
O=C(c1ccccc1)n1c(=O)[nH]cc(F)c1=O,0.8
CC(C)C(Cl)C(=O)NC(N)=O,1
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(C)(C)S[C@H]23)c2ccccc2)C(=O)C1=O,0.5
COc1c(N(C)C)cc(Cc2cnc(N)nc2N)cc1N(C)C(C)=O,1.01
COc1c(N(C)C)cc(Cc2cnc(N)nc2N)cc1N(C)C,2.05
CNc1cc(Cc2cnc(N)nc2N)cc(N(C)C(C)=O)c1C,0.53
N=C(N)NN=C1C=CC(=NNC(N)=O)C=C1,1.56
CNc1cc(Cc2cnc(N)nc2N)cc(N(C)C)c1OC,1.56
COc1ccccc1OCC(=O)NNC(C)C,1.11
COc1cccc(OCC(=O)NNC(C)C)c1,1.33
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,0.34
NC(=O)CCCN=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,3.06
COc1cc(OC)c(N=C2NCCN2)cc1Cl,1.38
COc1cc(C)ccc1N=C1NCCN1,1.64
Brc1ccc(N=C2NCCN2)cc1,1.75
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],3.26
COC(=O)[C@@H](C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,3
CC(C)OC(=O)[C@@H](C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,3.69
C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,2.9
CCCCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,3.9
CC1CCC=C2N(C)C=C(C(N)=O)C(=O)N21,0.12
COc1cccc([N+](=O)[O-])c1C(N)=O,-0.26
CNC(=O)c1cc2ccccc2o1,1.85
Cc1cc([N+](=O)[O-])ccc1NN=C(C#N)C#N,3.55
Cc1ccc(NN=C(C#N)C#N)c([N+](=O)[O-])c1,2.5
CCCC(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21,-0.08
C=CCC1(CC(=C)Br)C(=O)NC(=O)N(C)C1=O,1.78
CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21,-0.58
CCN(CC)CCNC(=O)c1ccccc1OC,1.98
CCN(CC)CCNC(=O)c1cc(C#N)c(N)cc1OC,1.94
CSc1cccc(-c2nc(N)nc(N)n2)c1,2.16
COc1ccc(Br)cc1-c1nc(N)nc(N)n1,1.53
CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(N)=O)C(C)C,0.43
CNC(=O)c1nonc1C,0.56
CNC(=O)c1cccc(Oc2cc(C)ccc2C)c1,3.76
CC(=O)Nc1ccc(CN(C)N=Nc2ccc(C(=O)O)cc2)cc1,3.35
CCOc1cccc(NC(=O)CN2CCCCC2)c1,3.17
O=c1ccnc2n1CCCC2,-0.14
Cc1cc(Br)cc(C)c1N=C1NCCN1,2.8
Clc1cccc(Br)c1N=C1NCCN1,1.73
O=[N+]([O-])c1cc(Cl)c(N=C2NCCN2)c(Cl)c1,2.1
CC(=O)N(CCO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,-2.47
COC(=O)NC1=NCC(c2ccccc2)N1C,1.57
COC(=O)NC1=NCC(c2ccccc2F)N1C,1.53
COC(=O)NC1=NCC(c2ccccc2Cl)N1C,2.08
CCOC(=O)NC1=NCC(c2cccc(C)c2C)N1C,2.57
[N-]=[N+]=N[C@H]1C[C@H](n2cnc3c(N)ncnc32)O[C@@H]1CO,0.35
Cc1cccc(C)c1NC(=O)CCN,0.62
CC(=O)NNC(=O)c1ccccc1N=NN(C)C,1.18
C#CCN(C)N=Nc1nc[nH]c1C(N)=O,0.33
CCN(CC)CCCNC(=O)c1ccccc1,1.56
O=C(OCc1ccccc1)n1cc(F)c(=O)[nH]c1=O,1.18
CCCCCCOC(=O)n1cc(F)c(=O)[nH]c1=O,2.04
CC(Cc1ccc(C(C)(C)C)cc1)CN1C[C@H](C)O[C@H](C)C1,4.93
CNS(=O)(=O)c1nnc(NC(C)=O)s1,0.49
O=C1NC(=O)[C@@]2(CCOc3ccc(F)cc32)N1,0.78
CCOS(=O)(=O)c1ccc2c(c1)C(C)(C)CO2,2.41
COc1cc(Cc2cnc(N)nc2N)ccc1SC,1.92
CCCCCCn1nc2ccccc2n1,4.24
CC(C)n1nc2ccccc2n1,2.53
O=C(O)CCCCCn1nc2ccccc2n1,1.51
NC(=O)CCCn1nnc2ccccc21,0.37
NC(=O)CCCCn1nnc2ccccc21,0.58
NC(=O)CCCCCn1nnc2ccccc21,0.79
CC(=O)Nc1cc(C)c(O)c(C)c1C,0.82
C=C(Br)CC1(C(C)CC)C(=O)NC(=O)N(C)C1=O,2.43
C=C(C)c1c(OC)cc(Cc2cnc(N)nc2N)cc1OCC,2.65
CC(Cl)C(=O)Nc1ccc(C2=NNC(=O)CC2C)cc1,1.4
CNC(=O)c1cc2ccccc2[nH]1,1.9
COC(=O)NC1=NCC(c2ccc(C(C)C)cc2)N1,2.6
COC(=O)NC1=NCC(c2ccccc2Br)N1,1.85
COC(=O)NC1=NCC(c2cccc(Br)c2)N1,2.09
Nc1ccc(Cc2cnc(N)nc2N)cc1,0.22
CN(C)c1ccc(Cc2cnc(N)nc2N)cc1,1.82
Nc1ncc(Cc2cccc(Cl)c2)c(N)n1,2.29
CC(C)[C@H](C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,6.2
CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,2.62
CCCCOc1cccc(N2C(N)=NC(N)=NC2(C)C)c1,2.03
CC1=NS(=O)(=O)c2cccnc2N1,-0.25
CCOC(=O)c1cnc2n(c1=O)CCC(C)C2,0.66
CNC(=O)ON=Cc1ccc(Cl)cc1,2.27
Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,3.43
CCSc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,1.79
CCN(CC)CCNC(=O)c1cc(Br)ccc1OC,3.2
CCOC(=O)[C@@H](C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1,4.58
COc1cc2c(c(OC)c1OC)-c1ccc(O)c(=O)cc1[C@@H](NC(=O)C(F)(F)F)CC2,1.82
CCNC(=O)NC(C)=O,-0.01
C[N+](C)(C)Cc1cccc([N+](=O)[O-])c1.[Br-],-2.66
C[N+](C)(C)Cc1cccc(C(N)=O)c1.[Br-],-2.8
C[N+](C)(C)Cc1cccc(N)c1.[Br-],-2.5
C[N+](C)(C)Cc1cccc(O)c1.[Br-],-2.4
C[N+](C)(C)Cc1cccc(C(F)(F)F)c1.[Br-],-1.35
COc1cc(Cc2cnc(N)nc2N)cc(O)c1O,-0.31
COC(=O)n1cc(F)c(=O)[nH]c1=O,-0.68
CC(C)COC(=O)n1cc(F)c(=O)[nH]c1=O,0.87
O=C(Nc1ccc(Cl)cc1[N+](=O)[O-])c1cc(Br)cc(Br)c1O,5.05
COC(=O)Nc1cccc(F)c1,2.21
CCc1ccccc1-c1nc(N)nc(N)n1,1.65
CCOc1ccccc1-c1nc(N)nc(N)n1,1.03
Nc1nc(N)nc(-c2ccccc2I)n1,1.41
C#CCN1CC(=O)N(COC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)C1=O,2.9
CCOc1cc(Cc2cnc(N)nc2N)ccc1OC,1.2
COc1ccc(Cc2cnc(N)nc2N)cc1C,1.91
COc1cc(Cc2cnc(N)nc2N)ccc1C,2.14
COc1ccc(Cc2cnc(N)nc2N)cc1C(C)C,2.79
COc1cc(Cc2cnc(N)nc2N)ccc1C(C)C,3.14
COc1ccc(Cc2cnc(N)nc2N)cc1Cl,1.65
COc1cc(Cc2cnc(N)nc2N)ccc1O,0.64
NNC(=O)Nc1ccccc1C(=O)O,-0.49
COc1ccc(C[C@H](C)NC[C@@H](O)c2ccc(O)c(NC=O)c2)cc1,0.4
CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,3.95
CCC(C(=O)NC(N)=O)(C(=O)OC)c1ccccc1,1.58
C=CCC(CC=C)(C(=O)NC(N)=O)C(=O)OC,1.37
CNC(=O)NC(=O)C(C)(C(=O)OC)C1C=CCCC1,1.75
CC(=O)Nc1ccc2c(c1)S(=O)(=O)c1ccccc1C2=O,2.35
O=C(Cn1ccnc1[N+](=O)[O-])NCC(O)CO,-1.85
Cc1[nH]cnc1CSCCNC1=C([N+](=O)[O-])CCN1,-0.87
Cc1[nH]cnc1CSCCNc1[nH]ccc1[N+](=O)[O-],1.04
CC(=O)N(CC(=O)Nc1ccccc1)c1ccccc1,2.01
CC(Cl)C(=O)N(CC(=O)Nc1ccccc1)c1ccccc1,3.02
CCCCCC[n+]1ccccc1.[Br-],-2.03
Cc1cccc(C)c1NC(=O)c1cccc(CN2CCOCC2)c1,2.14
CCCCCCCCCCCCCC[n+]1ccccc1C.[I-],2.27
CC(C)(N=C(O)C(Br)C(C)(C)C)c1ccccc1,3.47
CC(=O)n1c(=O)[nH]cc(F)c1=O,-0.34
CC(C)(C)[C@@H](O)[C@H](Cc1ccc(Cl)cc1Cl)n1cncn1,3.8
CN(C(=O)CCC(N)=O)c1ccc(S(=O)(=O)N(C)C)cc1,-0.56
CC(=O)NCCC(=O)N(C)c1ccc(S(=O)(=O)N(C)C)cc1,-0.35
CCO[C@H]1O[C@@H]2OC3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3,3.89
Cc1cc2c(cc1Cc1cnc(N)nc1N)OCO2,1.89
CC(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,-2.27
CC(=O)N(C)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,-2.06
C[C@H](N[C@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,-0.74
CC(=O)Oc1ccccc1C(=O)OCS(C)=O,0.11
CCCCCCCOc1ccccc1NC(=O)OC(C)CN(CC)CC,5.7
CCCCCCNc1cc(-c2n[nH]c(N)n2)ccn1,3.3
CCCCNc1cc(-c2n[nH]c(N)n2)ccn1,2.15
COn1c(=O)[nH]c(C)c(Br)c1=O,-0.3
CCOn1c(=O)[nH]c(C)c(Br)c1=O,0.11
CCCOn1c(=O)[nH]c(C)c(Br)c1=O,0.76
C=CCOn1c(=O)[nH]c(C)c(Br)c1=O,0.32
C#CCOn1c(=O)[nH]c(C)c(Br)c1=O,-0.1
CCCCOn1c(=O)[nH]c(C)c(Br)c1=O,1.24
CCC(C)On1c(=O)[nH]c(C)c(Br)c1=O,1.11
CCCCCOn1c(=O)[nH]c(C)c(Br)c1=O,1.69
CCCCCCOn1c(=O)[nH]c(C)c(Br)c1=O,2.48
CCCCCCCCOn1c(=O)[nH]c(C)c(Br)c1=O,3.39
CCCCCCCCCCOn1c(=O)[nH]c(C)c(Br)c1=O,4.65
CCCOn1c(=O)[nH]c(C)c(SC#N)c1=O,-0.22
CCCOn1c(=O)[nH]c(CCC)c(Br)c1=O,1.73
COc1cc(S(C)=O)ccc1-c1nc2ncncc2[nH]1,0.53
CCN(CC)CCCCCCC(=O)Nc1c(C)cccc1C,3.48
Cc1cccc(C)c1NC(=O)CCCC(C)N,1.41
CCN(CC)C(C)CC(=O)Nc1c(C)cccc1C,2.63
CCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,1.34
COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(Nc4cccnc4)C3=O)N1CC1NC12,0.52
CCN(CC)CCN=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,7.97
CCCCCCCCCCCCCCCC[n+]1ccc(C)cc1C.[I-],3.9
COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(Nc4nccs4)C3=O)N1CC1NC12,0.62
NC(=O)Nc1ccc(Oc2ccccc2)cc1,2.8
Cc1cc(NC(N)=O)ccc1F,1.59
CC(=O)Oc1cc(OC(C)CCCc2ccccc2)cc2c1C1CC(O)CCC1C(C)N2C,5.72
Brc1cccc(N=C2NCCN2)c1Br,2.16
COC(=O)c1ccsc1S(=O)(=O)NC(=O)Nc1nc(OC)nc(OC)n1,1.3
CC(C)CNC(=O)NN,-0.84
CCCCCCNC(=O)NN,0.46
O=C(Nc1ccc(F)cc1F)c1cc(Cl)cc(Cl)c1O,4.55
CCOCc1ccccc1NC(=O)OCCN1CCCCC1,2.72
CCOc1ccc(Cc2cnc(N)nc2N)cc1OCC,1.72
CCCOc1ccc(Cc2cnc(N)nc2N)cc1OC,2.02
O=C(Cc1cccnc1)NN1CC=CCC1,0.05
CC(C)(C)C(=O)NN1CC=CCC1,1.03
O=C(NN1CC=CCC1)C1CC1,1.12
Nc1nc(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)n[nH]1,1.54
Fc1ccc(Cl)c(N=C2NCCN2)c1,1.52
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,2.18
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,3.16
Cc1ccc(OCC2CN=C(N)O2)cc1,1.79
NC1=NCC(COc2ccc(Cl)cc2)O1,2
COc1ccc(OCC2CN=C(N)O2)cc1,1.26
COC(=O)c1cc(C)ccc1C1=NC(C)(C(C)C)C(=O)N1,1.68
N#Cc1ccc(OC(=O)CNC(=O)c2ccccc2)cc1,2.11
CC(=O)Nc1cccc(OC(=O)CNC(=O)c2ccccc2)c1,1.7
NC(=O)c1cccc(OC(=O)CNC(=O)c2ccccc2)c1,1.2
COc1cc(OC)cc(OC(=O)CNC(=O)c2ccccc2)c1,2.69
CCC(CC)C(=O)NS(=O)(=O)c1cc([N+](=O)[O-])cc(C(F)(F)F)c1,3.57
CC(C)C(=O)NS(=O)(=O)c1ccccc1N,1.17
CC(C)C(=O)NS(=O)(=O)c1ccc(C(F)(F)F)cc1N,2.56
COc1ccc(S(=O)(=O)NC(=O)C(C)C)c(N)c1,1.58
CCC(CC)C(=O)NS(=O)(=O)c1ccccc1N,1.64
CCC(CC)C(=O)NS(=O)(=O)c1ccc(OC)cc1N,2.03
CC(C)C(=O)NS(=O)(=O)c1ccccc1[N+](=O)[O-],1.72
Cc1ccc(S(=O)(=O)NC(=O)C(C)C)c([N+](=O)[O-])c1,2.17
CCC(CC)C(=O)NS(=O)(=O)c1ccc(C)cc1[N+](=O)[O-],2.67
N#CC(C#N)=NNc1ccc(CCCl)cc1,3.58
CC(C(=O)NCC(O)CO)n1ccnc1[N+](=O)[O-],-1.64
NC(=O)c1ccccc1OCc1ccc([N+](=O)[O-])cc1,1.73
COc1ccc(COc2ccccc2C(N)=O)cc1,1.63
CC(C)C(=O)NCCNCC(O)COc1ccccc1,1.14
COc1cc(OC)c(Cl)c(Cc2cnc(N)nc2N)c1Cl,2.55
Nc1ncc(Cc2cc3c(cc2Br)OCO3)c(N)n1,2.48
COc1cc(Cc2cnc(N)nc2N)cc(OCc2ccccc2)c1OCc1ccccc1,4.09
CCCCOc1cc(Cc2cnc(N)nc2N)c(C)cc1OC,2.78
COc1c(Cl)cc(Cc2cnc(N)nc2N)cc1Cl,2.78
COc1cc(Cc2cnc(N)nc2N)cc(I)c1OC,2.33
COc1ccc(Cc2cnc(N)nc2N)cc1O,0.74
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCC#N,0.72
COC(=O)COc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,0.55
CCCCCNC(=O)CCC(NS(=O)(=O)c1ccccc1)C(=O)O,0.03
CCCCNC(=O)CCC(NS(=O)(=O)c1ccc(C)cc1)C(=O)O,0
CCCCCCNC(=O)CCC(NS(=O)(=O)c1ccc(C)cc1)C(=O)O,0.84
Cc1ccc(Cc2c[nH]c(NCCSCc3ccc(CN(C)C)o3)nc2=O)cn1,2.06
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,4.02
CC(C)C(=O)OCC1OC(n2cc(I)c(=O)[nH]c2=O)C1O,0.83
O=C(OC[C@H]1O[C@@H](n2cc(I)c(=O)[nH]c2=O)C[C@@H]1O)c1ccccc1,1.4
CCCCC(=O)OC[C@H]1O[C@@H](n2cc(I)c(=O)[nH]c2=O)C[C@@H]1O,1.44
CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,2.9
NC(=O)CCCc1cccnc1,-0.08
NC(=O)CCc1ccncc1,-0.25
CCN1CCCC1CNC(=O)c1c(OC)ccc(Br)c1O,2
O=C1CCC(c2ccc(-n3ccnc3)cc2)=NN1,0.96
Cl.NCCCCc1ccccn1,-1.6
Cl.NCCCCCc1ccccn1,-1.23
Cl.NCCCCCc1cccnc1,-1.26
Cl.NCCCCCc1ccncc1,-1.32
[N-]=[N+]=N[C@H]1C[C@H](n2ccc(N)nc2=O)O[C@@H]1CO,-0.7
Cc1c(Cl)ccc(OC(C)C(O)=Nc2ccccc2)c1Cl,4.8
CCCCOC(=O)n1cc(F)c(=O)[nH]c1=O,0.89
CCC1(c2ccccc2)C(=O)NC(=O)N(C(C)C)C1=O,2.58
CCC1(c2ccccc2)C(=O)NC(=O)N=C1OC(C)C,2.22
COc1ccc(Cc2cnc(N)nc2N)cc1I,2.09
COc1ccc(Cc2cnc(N)nc2N)cc1N(C)C,1.68
COc1cc(Cc2cnc(N)nc2N)ccc1N(C)C,1.87
COc1ccc(Br)cc1Cc1cnc(N)nc1N,2.44
COc1cc(Cc2cnc(N)nc2N)c(Br)cc1Br,3.17
COc1cc(Cc2cnc(N)nc2N)c(I)c(OC)c1OC,1.79
CCN(CC)CCCNC(=O)c1ccccc1OC,1.76
CSc1cccc(NC(N)=O)c1,1.57
NC(=O)Nc1ccc(Oc2ccc(Br)cc2)cc1,3.7
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,2.42
COc1cc2c(c(OC)c1O)-c1ccc(OC)c(=O)cc1[C@@H](NC(=O)C(F)(F)F)CC2,1.67
O=C(CCc1ccccc1)Nc1ccc(Cl)c(Cl)c1,4.85
CCOc1ccc(NC(=O)OC)cc1OCC,2.1
CCOC(=O)Nc1ccc(OCC)c(OCC)c1,2.54
C=CCOC(=O)Nc1ccc(OCC)c(OCC)c1,2.75
CCOc1ccc(NC(=O)OC(CBr)CBr)cc1OCC,3.5
CCOc1ccc(NC(=O)OCCC#N)cc1OCC,2.07
CCCOC(=O)Nc1ccc(OCC)c(OCC)c1,2.93
Nc1ncnc2c1ncn2[C@H]1C[C@H](F)[C@@H](CO)O1,0.08
COC(=O)Nc1cccc(C(C)=O)c1,1.63
